route_id,agency_id,route_short_name,route_long_name,route_type,route_desc,route_color,route_text_color
THB096801_0,THB_U-16-35,0968,0968,6,,,
THB096802_1,THB_U-16-35,0968,0968,3,,,
THB0968A1_0,THB_U-16-35,0968A,0968A,3,,,
THB0968A2_1,THB_U-16-35,0968A,0968A,3,,,
THB103101_0,THB_43,1031,1031,3,,,
THB103102_1,THB_43,1031,1031,3,,,
THB103201_0,THB_43,1032,1032,3,,,
THB103202_1,THB_43,1032,1032,3,,,
THB106101_0,THB_43,1061,1061,3,,,
THB106102_1,THB_43,1061,1061,3,,,
THB1061A1_0,THB_43,1061A,1061A,3,,,
THB1061A2_1,THB_43,1061A,1061A,3,,,
THB106201_0,THB_43,1062,1062,3,,,
THB106202_1,THB_43,1062,1062,3,,,
THB106801_0,THB_43,1068,1068,3,,,
THB106802_1,THB_43,1068,1068,3,,,
THB107101_0,THB_42,1071,1071,3,,,
THB107102_1,THB_42,1071,1071,3,,,
THB1071A1_0,THB_42,1071A,1071A,3,,,
THB108801_0,THB_43,1088,1088,3,,,
THB108802_1,THB_43,1088,1088,3,,,
THB112101_0,THB_34,1121,1121,3,,,
THB112102_1,THB_34,1121,1121,3,,,
THB112201_0,THB_46,1122,1122,3,,,
THB112202_1,THB_46,1122,1122,3,,,
THB112501_0,THB_34,1125,1125,3,,,
THB112502_1,THB_34,1125,1125,3,,,
THB112801_0,THB_34,1128,1128,3,,,
THB112802_1,THB_34,1128,1128,3,,,
THB112901_0,THB_34,1129,1129,3,,,
THB112902_1,THB_34,1129,1129,3,,,
THB113001_0,THB_34,1130,1130,3,,,
THB113002_1,THB_34,1130,1130,3,,,
THB113201_0,THB_34,1132,1132,3,,,
THB113202_1,THB_34,1132,1132,3,,,
THB1132A1_0,THB_34,1132A,1132A,3,,,
THB1132A2_1,THB_34,1132A,1132A,3,,,
THB113301_0,THB_34,1133,1133,3,,,
THB113302_1,THB_34,1133,1133,3,,,
THB113501_0,THB_34,1135,1135,3,,,
THB113502_1,THB_34,1135,1135,3,,,
THB1135A1_0,THB_34,1135A,1135A,3,,,
THB1135A2_1,THB_34,1135A,1135A,3,,,
THB113601_0,THB_34,1136,1136,3,,,
THB113602_1,THB_34,1136,1136,3,,,
THB113701_0,THB_34,1137,1137,3,,,
THB113702_1,THB_34,1137,1137,3,,,
THB113901_0,THB_34,1139,1139,3,,,
THB113902_1,THB_34,1139,1139,3,,,
THB1139B1_0,THB_34,1139B,1139B,3,,,
THB1139B2_1,THB_34,1139B,1139B,3,,,
THB1139C1_0,THB_34,1139C,1139C,3,,,
THB1139C2_1,THB_34,1139C,1139C,3,,,
THB114001_0,THB_34,1140,1140,3,,,
THB114002_1,THB_34,1140,1140,3,,,
THB1140A1_0,THB_34,1140A,1140A,3,,,
THB1140A2_1,THB_34,1140A,1140A,3,,,
THB114101_0,THB_34,1141,1141,3,,,
THB114102_1,THB_34,1141,1141,3,,,
THB1141A1_0,THB_34,1141A,1141A,3,,,
THB1141A2_1,THB_34,1141A,1141A,3,,,
THB114201_0,THB_46,1142,1142,3,,,
THB114202_1,THB_46,1142,1142,3,,,
THB114301_0,THB_34,1143,1143,3,,,
THB114302_1,THB_34,1143,1143,3,,,
THB114501_0,THB_34,1145,1145,3,,,
THB114502_1,THB_34,1145,1145,3,,,
THB119101_0,THB_38,1191,1191,3,,,
THB119102_1,THB_38,1191,1191,3,,,
THB121201_0,THB_41,1212,1212,3,,,
THB121202_1,THB_41,1212,1212,3,,,
THB125001_0,THB_92,1250,1250,3,,,
THB125002_1,THB_92,1250,1250,3,,,
THB135601_0,THB_35,1356,1356,3,,,
THB135602_1,THB_35,1356,1356,3,,,
THB1356A1_0,THB_35,1356A,1356A,3,,,
THB1356A2_1,THB_35,1356A,1356A,3,,,
THB155001_0,THB_87,1550,1550,3,,,
THB1550A1_0,THB_87,1550A,1550A,3,,,
THB1550B1_0,THB_87,1550B,1550B,3,,,
THB1550B2_1,THB_87,1550B,1550B,3,,,
THB1550C1_0,THB_87,1550C,1550C,3,,,
THB1550C2_1,THB_87,1550C,1550C,3,,,
THB155101_0,THB_45,1551,1551,3,,,
THB155102_1,THB_45,1551,1551,3,,,
THB155801_0,THB_87,1558,1558,3,,,
THB1558A1_0,THB_87,1558A,1558A,3,,,
THB1558A2_1,THB_87,1558A,1558A,3,,,
THB1558C1_0,THB_87,1558C,1558C,3,,,
THB1558C2_1,THB_87,1558C,1558C,3,,,
THB157001_0,THB_39,1570,1570,3,,,
THB157002_1,THB_39,1570,1570,3,,,
THB1570A2_1,THB_39,1570A,1570A,3,,,
THB157101_0,THB_39,1571,1571,3,,,
THB157102_1,THB_39,1571,1571,3,,,
THB1571A1_0,THB_39,1571A,1571A,3,,,
THB1571A2_1,THB_39,1571A,1571A,3,,,
THB157201_0,THB_39,1572,1572,3,,,
THB157202_1,THB_39,1572,1572,3,,,
THB1572A2_1,THB_39,1572A,1572A,3,,,
THB1572B1_0,THB_39,1572B,1572B,3,,,
THB1572B2_1,THB_39,1572B,1572B,3,,,
THB1572C2_1,THB_39,1572C,1572C,3,,,
THB157301_0,THB_92,1573,1573,3,,,
THB157302_1,THB_92,1573,1573,3,,,
THB1573A1_0,THB_92,1573A,1573A,3,,,
THB1573A2_1,THB_92,1573A,1573A,3,,,
THB157901_0,THB_39,1579,1579,3,,,
THB157902_1,THB_39,1579,1579,3,,,
THB1579A1_0,THB_39,1579A,1579A,3,,,
THB1579A2_1,THB_39,1579A,1579A,3,,,
THB1579B1_0,THB_39,1579B,1579B,3,,,
THB1579B2_1,THB_39,1579B,1579B,3,,,
THB1579C1_0,THB_39,1579C,1579C,3,,,
THB1579C2_1,THB_39,1579C,1579C,3,,,
THB158001_0,THB_39,1580,1580,3,,,
THB158002_1,THB_39,1580,1580,3,,,
THB161001_0,THB_34,1610,1610,3,,,
THB161002_1,THB_34,1610,1610,3,,,
THB1610A1_0,THB_34,1610A,1610A,3,,,
THB1610A2_1,THB_34,1610A,1610A,3,,,
THB1610B1_0,THB_34,1610B,1610B,3,,,
THB1610B2_1,THB_34,1610B,1610B,3,,,
THB1610C1_0,THB_34,1610C,1610C,3,,,
THB1610C2_1,THB_34,1610C,1610C,3,,,
THB1610D1_0,THB_34,1610D,1610D,3,,,
THB1610D2_1,THB_34,1610D,1610D,3,,,
THB1610E2_1,THB_34,1610E,1610E,3,,,
THB1610F1_0,THB_34,1610F,1610F,3,,,
THB1610G1_0,THB_34,1610G,1610G,3,,,
THB1610G2_1,THB_34,1610G,1610G,3,,,
THB161101_0,THB_34,1611,1611,3,,,
THB161102_1,THB_34,1611,1611,3,,,
THB1611A1_0,THB_34,1611A,1611A,3,,,
THB1611A2_1,THB_34,1611A,1611A,3,,,
THB1611C1_0,THB_34,1611C,1611C,3,,,
THB1611C2_1,THB_34,1611C,1611C,3,,,
THB1611D1_0,THB_34,1611D,1611D,3,,,
THB1611D2_1,THB_34,1611D,1611D,3,,,
THB1611E2_1,THB_34,1611E,1611E,3,,,
THB1611F1_0,THB_34,1611F,1611F,3,,,
THB1611F2_1,THB_34,1611F,1611F,3,,,
THB161201_0,THB_34,1612,1612,3,,,
THB161202_1,THB_34,1612,1612,3,,,
THB1612A1_0,THB_34,1612A,1612A,3,,,
THB1612A2_1,THB_34,1612A,1612A,3,,,
THB1612B1_0,THB_34,1612B,1612B,3,,,
THB1612C1_0,THB_34,1612C,1612C,3,,,
THB1612D1_0,THB_34,1612D,1612D,3,,,
THB1612D2_1,THB_34,1612D,1612D,3,,,
THB161301_0,THB_34,1613,1613,3,,,
THB161302_1,THB_34,1613,1613,3,,,
THB1613A1_0,THB_34,1613A,1613A,3,,,
THB1613A2_1,THB_34,1613A,1613A,3,,,
THB1613B1_0,THB_34,1613B,1613B,3,,,
THB1613B2_1,THB_34,1613B,1613B,3,,,
THB161501_0,THB_34,1615,1615,3,,,
THB161502_1,THB_34,1615,1615,3,,,
THB1615A1_0,THB_34,1615A,1615A,3,,,
THB1615A2_1,THB_34,1615A,1615A,3,,,
THB161601_0,THB_34,1616,1616,3,,,
THB161602_1,THB_34,1616,1616,3,,,
THB1616B1_0,THB_34,1616B,1616B,3,,,
THB1616B2_1,THB_34,1616B,1616B,3,,,
THB1616C1_0,THB_34,1616C,1616C,3,,,
THB1616C2_1,THB_34,1616C,1616C,3,,,
THB161701_0,THB_34,1617,1617,3,,,
THB161702_1,THB_34,1617,1617,3,,,
THB1617A1_0,THB_34,1617A,1617A,3,,,
THB1617A2_1,THB_34,1617A,1617A,3,,,
THB1617B1_0,THB_34,1617B,1617B,3,,,
THB1617B2_1,THB_34,1617B,1617B,3,,,
THB1617C1_0,THB_34,1617C,1617C,3,,,
THB1617C2_1,THB_34,1617C,1617C,3,,,
THB161801_0,THB_34,1618,1618,3,,,
THB161802_1,THB_34,1618,1618,3,,,
THB1618A1_0,THB_34,1618A,1618A,3,,,
THB1618A2_1,THB_34,1618A,1618A,3,,,
THB1618B1_0,THB_34,1618B,1618B,3,,,
THB1618C2_1,THB_34,1618C,1618C,3,,,
THB1618D1_0,THB_34,1618D,1618D,3,,,
THB1618E2_1,THB_34,1618E,1618E,3,,,
THB1618F1_0,THB_34,1618F,1618F,3,,,
THB1618F2_1,THB_34,1618F,1618F,3,,,
THB161901_0,THB_34,1619,1619,3,,,
THB161902_1,THB_34,1619,1619,3,,,
THB1619A1_0,THB_34,1619A,1619A,3,,,
THB1619A2_1,THB_34,1619A,1619A,3,,,
THB1619B1_0,THB_34,1619B,1619B,3,,,
THB1619B2_1,THB_34,1619B,1619B,3,,,
THB162001_0,THB_34,1620,1620,3,,,
THB162002_1,THB_34,1620,1620,3,,,
THB1620A1_0,THB_34,1620A,1620A,3,,,
THB1620A2_1,THB_34,1620A,1620A,3,,,
THB1620B1_0,THB_34,1620B,1620B,3,,,
THB1620B2_1,THB_34,1620B,1620B,3,,,
THB162101_0,THB_34,1621,1621,3,,,
THB162102_1,THB_34,1621,1621,3,,,
THB1621A1_0,THB_34,1621A,1621A,3,,,
THB1621A2_1,THB_34,1621A,1621A,3,,,
THB1621B1_0,THB_34,1621B,1621B,3,,,
THB1621B2_1,THB_34,1621B,1621B,3,,,
THB1621C1_0,THB_34,1621C,1621C,3,,,
THB1621C2_1,THB_34,1621C,1621C,3,,,
THB1621D1_0,THB_34,1621D,1621D,3,,,
THB1621D2_1,THB_34,1621D,1621D,3,,,
THB1621E2_1,THB_34,1621E,1621E,3,,,
THB162301_0,THB_34,1623,1623,3,,,
THB162302_1,THB_34,1623,1623,3,,,
THB1623A1_0,THB_34,1623A,1623A,3,,,
THB1623A2_1,THB_34,1623A,1623A,3,,,
THB162501_0,THB_34,1625,1625,3,,,
THB162502_1,THB_34,1625,1625,3,,,
THB1625A1_0,THB_34,1625A,1625A,3,,,
THB1625A2_1,THB_34,1625A,1625A,3,,,
THB1625B1_0,THB_34,1625B,1625B,3,,,
THB1625B2_1,THB_34,1625B,1625B,3,,,
THB1625C1_0,THB_34,1625C,1625C,3,,,
THB1625C2_1,THB_34,1625C,1625C,3,,,
THB1625D1_0,THB_34,1625D,1625D,3,,,
THB1625D2_1,THB_34,1625D,1625D,3,,,
THB162701_0,THB_34,1627,1627,3,,,
THB162702_1,THB_34,1627,1627,3,,,
THB162801_0,THB_34,1628,1628,3,,,
THB162802_1,THB_34,1628,1628,3,,,
THB1628A1_0,THB_34,1628A,1628A,3,,,
THB1628A2_1,THB_34,1628A,1628A,3,,,
THB1628B1_0,THB_34,1628B,1628B,3,,,
THB1628B2_1,THB_34,1628B,1628B,3,,,
THB163001_0,THB_34,1630,1630,3,,,
THB163002_1,THB_34,1630,1630,3,,,
THB1630A1_0,THB_34,1630A,1630A,3,,,
THB1630A2_1,THB_34,1630A,1630A,3,,,
THB1630C1_0,THB_34,1630C,1630C,3,,,
THB1630C2_1,THB_34,1630C,1630C,3,,,
THB163201_0,THB_34,1632,1632,3,,,
THB163202_1,THB_34,1632,1632,3,,,
THB163301_0,THB_34,1633,1633,3,,,
THB163302_1,THB_34,1633,1633,3,,,
THB1633A1_0,THB_34,1633A,1633A,3,,,
THB1633A2_1,THB_34,1633A,1633A,3,,,
THB1633B1_0,THB_34,1633B,1633B,3,,,
THB1633B2_1,THB_34,1633B,1633B,3,,,
THB1633C1_0,THB_34,1633C,1633C,3,,,
THB1633C2_1,THB_34,1633C,1633C,3,,,
THB1633D1_0,THB_34,1633D,1633D,3,,,
THB1633D2_1,THB_34,1633D,1633D,3,,,
THB1633E1_0,THB_34,1633E,1633E,3,,,
THB1633E2_1,THB_34,1633E,1633E,3,,,
THB163501_0,THB_34,1635,1635,3,,,
THB163502_1,THB_34,1635,1635,3,,,
THB1635A1_0,THB_34,1635A,1635A,3,,,
THB1635A2_1,THB_34,1635A,1635A,3,,,
THB1635C1_0,THB_34,1635C,1635C,3,,,
THB1635C2_1,THB_34,1635C,1635C,3,,,
THB163601_0,THB_34,1636,1636,3,,,
THB163602_1,THB_34,1636,1636,3,,,
THB1636A1_0,THB_34,1636A,1636A,3,,,
THB1636A2_1,THB_34,1636A,1636A,3,,,
THB163701_0,THB_34,1637,1637,3,,,
THB163702_1,THB_34,1637,1637,3,,,
THB1637A1_0,THB_34,1637A,1637A,3,,,
THB1637A2_1,THB_34,1637A,1637A,3,,,
THB163801_0,THB_34,1638,1638,3,,,
THB163802_1,THB_34,1638,1638,3,,,
THB1638A1_0,THB_34,1638A,1638A,3,,,
THB1638A2_1,THB_34,1638A,1638A,3,,,
THB163901_0,THB_34,1639,1639,3,,,
THB163902_1,THB_34,1639,1639,3,,,
THB1639A1_0,THB_34,1639A,1639A,3,,,
THB1639A2_1,THB_34,1639A,1639A,3,,,
THB165001_0,THB_34,1650,1650,3,,,
THB165002_1,THB_34,1650,1650,3,,,
THB1650A1_0,THB_34,1650A,1650A,3,,,
THB1650A2_1,THB_34,1650A,1650A,3,,,
THB1650B1_0,THB_34,1650B,1650B,3,,,
THB1650B2_1,THB_34,1650B,1650B,3,,,
THB1650C1_0,THB_34,1650C,1650C,3,,,
THB1650C2_1,THB_34,1650C,1650C,3,,,
THB165101_0,THB_34,1651,1651,3,,,
THB165102_1,THB_34,1651,1651,3,,,
THB1651A1_0,THB_34,1651A,1651A,3,,,
THB1651A2_1,THB_34,1651A,1651A,3,,,
THB1651B1_0,THB_34,1651B,1651B,3,,,
THB1651B2_1,THB_34,1651B,1651B,3,,,
THB1651C1_0,THB_34,1651C,1651C,3,,,
THB1651C2_1,THB_34,1651C,1651C,3,,,
THB165201_0,THB_34,1652,1652,3,,,
THB165202_1,THB_34,1652,1652,3,,,
THB1652A1_0,THB_34,1652A,1652A,3,,,
THB1652A2_1,THB_34,1652A,1652A,3,,,
THB1652B1_0,THB_34,1652B,1652B,3,,,
THB1652B2_1,THB_34,1652B,1652B,3,,,
THB165701_0,THB_34,1657,1657,3,,,
THB165702_1,THB_34,1657,1657,3,,,
THB166001_0,THB_34,1660,1660,3,,,
THB166002_1,THB_34,1660,1660,3,,,
THB166101_0,THB_34,1661,1661,3,,,
THB166102_1,THB_34,1661,1661,3,,,
THB1661A1_0,THB_34,1661A,1661A,3,,,
THB1661A2_1,THB_34,1661A,1661A,3,,,
THB166201_0,THB_34,1662,1662,3,,,
THB166202_1,THB_34,1662,1662,3,,,
THB166301_0,THB_34,1663,1663,3,,,
THB166302_1,THB_34,1663,1663,3,,,
THB1663A1_0,THB_34,1663A,1663A,3,,,
THB166501_0,THB_34,1665,1665,3,,,
THB166502_1,THB_34,1665,1665,3,,,
THB1665A1_0,THB_34,1665A,1665A,3,,,
THB1665A2_1,THB_34,1665A,1665A,3,,,
THB166601_0,THB_34,1666,1666,3,,,
THB166602_1,THB_34,1666,1666,3,,,
THB1666A1_0,THB_34,1666A,1666A,3,,,
THB1666A2_1,THB_34,1666A,1666A,3,,,
THB172801_0,THB_44,1728,1728,3,,,
THB172802_1,THB_44,1728,1728,3,,,
THB175101_0,THB_45,1751,1751,3,,,
THB175102_1,THB_45,1751,1751,3,,,
THB176401_0,THB_45,1764,1764,3,,,
THB176402_1,THB_45,1764,1764,3,,,
THB177301_0,THB_45,1773,1773,3,,,
THB177302_1,THB_45,1773,1773,3,,,
THB177801_0,THB_45,1778,1778,3,,,
THB177802_1,THB_45,1778,1778,3,,,
THB178001_0,THB_45,1780,1780,3,,,
THB178002_1,THB_45,1780,1780,3,,,
THB180001_0,THB_45,1800,1800,3,,,
THB180002_1,THB_45,1800,1800,3,,,
THB1800A1_0,THB_45,1800A,1800A,3,,,
THB1800A2_1,THB_45,1800A,1800A,3,,,
THB180101_0,THB_45,1801,1801,3,,,
THB180102_1,THB_45,1801,1801,3,,,
THB1801A1_0,THB_45,1801A,1801A,3,,,
THB1801A2_1,THB_45,1801A,1801A,3,,,
THB180201_0,THB_45,1802,1802,3,,,
THB180202_1,THB_45,1802,1802,3,,,
THB180301_0,THB_45,1803,1803,3,,,
THB180302_1,THB_45,1803,1803,3,,,
THB180401_0,THB_45,1804,1804,3,,,
THB180402_1,THB_45,1804,1804,3,,,
THB1804A1_0,THB_45,1804A,1804A,3,,,
THB1804A2_1,THB_45,1804A,1804A,3,,,
THB180501_0,THB_45,1805,1805,3,,,
THB180502_1,THB_45,1805,1805,3,,,
THB180601_0,THB_45,1806,1806,3,,,
THB180602_1,THB_45,1806,1806,3,,,
THB181301_0,THB_45,1813,1813,3,,,
THB181302_1,THB_45,1813,1813,3,,,
THB1813A2_1,THB_45,1813A,1813A,3,,,
THB1813B2_1,THB_45,1813B,1813B,3,,,
THB1813C2_1,THB_45,1813C,1813C,3,,,
THB1813D1_0,THB_45,1813D,1813D,3,,,
THB1813D2_1,THB_45,1813D,1813D,3,,,
THB1813E1_0,THB_45,1813E,1813E,3,,,
THB1813E2_1,THB_45,1813E,1813E,3,,,
THB1813F2_1,THB_45,1813F,1813F,3,,,
THB1813G2_1,THB_45,1813G,1813G,3,,,
THB1813H2_1,THB_45,1813H,1813H,3,,,
THB1813I1_0,THB_45,1813I,1813I,3,,,
THB1813J2_1,THB_45,1813J,1813J,3,,,
THB1813K2_1,THB_45,1813K,1813K,3,,,
THB181402_1,THB_45,1814,1814,3,,,
THB181501_0,THB_45,1815,1815,3,,,
THB181502_1,THB_45,1815,1815,3,,,
THB1815A1_0,THB_45,1815A,1815A,3,,,
THB1815A2_1,THB_45,1815A,1815A,3,,,
THB1815B1_0,THB_45,1815B,1815B,3,,,
THB1815B2_1,THB_45,1815B,1815B,3,,,
THB1815C2_1,THB_45,1815C,1815C,3,,,
THB1815D1_0,THB_45,1815D,1815D,3,,,
THB1815D2_1,THB_45,1815D,1815D,3,,,
THB1815E1_0,THB_45,1815E,1815E,3,,,
THB1815E2_1,THB_45,1815E,1815E,3,,,
THB1815F2_1,THB_45,1815F,1815F,3,,,
THB181601_0,THB_45,1816,1816,3,,,
THB181602_1,THB_45,1816,1816,3,,,
THB1816A1_0,THB_45,1816A,1816A,3,,,
THB1816A2_1,THB_45,1816A,1816A,3,,,
THB1816B1_0,THB_45,1816B,1816B,3,,,
THB1816B2_1,THB_45,1816B,1816B,3,,,
THB181801_0,THB_45,1818,1818,3,,,
THB181802_1,THB_45,1818,1818,3,,,
THB1818A1_0,THB_45,1818A,1818A,3,,,
THB1818A2_1,THB_45,1818A,1818A,3,,,
THB181901_0,THB_45,1819,1819,3,,,
THB181902_1,THB_45,1819,1819,3,,,
THB1819B1_0,THB_45,1819BB,1819BB,3,,,
THB1819B2_1,THB_45,1819BB,1819BB,3,,,
THB182001_0,THB_45,1820,1820,3,,,
THB182002_1,THB_45,1820,1820,3,,,
THB1820A1_0,THB_45,1820A,1820A,3,,,
THB1820A2_1,THB_45,1820A,1820A,3,,,
THB1820B1_0,THB_45,1820B,1820B,3,,,
THB1820B2_1,THB_45,1820B,1820B,3,,,
THB182101_0,THB_45,1821,1821,3,,,
THB182102_1,THB_45,1821,1821,3,,,
THB182201_0,THB_45,1822,1822,3,,,
THB182202_1,THB_45,1822,1822,3,,,
THB1822A1_0,THB_45,1822A,1822A,3,,,
THB1822A2_1,THB_45,1822A,1822A,3,,,
THB182301_0,THB_45,1823,1823,3,,,
THB182302_1,THB_45,1823,1823,3,,,
THB1823A1_0,THB_45,1823A,1823A,3,,,
THB1823A2_1,THB_45,1823A,1823A,3,,,
THB182401_0,THB_45,1824,1824,3,,,
THB182402_1,THB_45,1824,1824,3,,,
THB1824A1_0,THB_45,1824A,1824A,3,,,
THB1824A2_1,THB_45,1824A,1824A,3,,,
THB182601_0,THB_45,1826,1826,3,,,
THB182602_1,THB_45,1826,1826,3,,,
THB182701_0,THB_45,1827,1827,3,,,
THB182702_1,THB_45,1827,1827,3,,,
THB1827A2_1,THB_45,1827A,1827A,3,,,
THB182801_0,THB_45,1828,1828,3,,,
THB182802_1,THB_45,1828,1828,3,,,
THB182901_0,THB_45,1829,1829,3,,,
THB182902_1,THB_45,1829,1829,3,,,
THB183001_0,THB_45,1830,1830,3,,,
THB183002_1,THB_45,1830,1830,3,,,
THB183101_0,THB_45,1831,1831,3,,,
THB183102_1,THB_45,1831,1831,3,,,
THB1831A1_0,THB_45,1831A,1831A,3,,,
THB1831A2_1,THB_45,1831A,1831A,3,,,
THB183201_0,THB_45,1832,1832,3,,,
THB183202_1,THB_45,1832,1832,3,,,
THB1832A1_0,THB_45,1832A,1832A,3,,,
THB1832A2_1,THB_45,1832A,1832A,3,,,
THB1832B1_0,THB_45,1832B,1832B,3,,,
THB1832B2_1,THB_45,1832B,1832B,3,,,
THB1832C2_1,THB_45,1832C,1832C,3,,,
THB1832D2_1,THB_45,1832D,1832D,3,,,
THB183301_0,THB_45,1833,1833,3,,,
THB183302_1,THB_45,1833,1833,3,,,
THB1833A2_1,THB_45,1833A,1833A,3,,,
THB183401_0,THB_45,1834,1834,3,,,
THB183402_1,THB_45,1834,1834,3,,,
THB183501_0,THB_45,1835,1835,3,,,
THB183502_1,THB_45,1835,1835,3,,,
THB183601_0,THB_45,1836,1836,3,,,
THB183602_1,THB_45,1836,1836,3,,,
THB183701_0,THB_45,1837,1837,3,,,
THB183702_1,THB_45,1837,1837,3,,,
THB1837A1_0,THB_45,1837A,1837A,3,,,
THB1837A2_1,THB_45,1837A,1837A,3,,,
THB183801_0,THB_45,1838,1838,3,,,
THB183802_1,THB_45,1838,1838,3,,,
THB1838A1_0,THB_45,1838A,1838A,3,,,
THB1838A2_1,THB_45,1838A,1838A,3,,,
THB1838B1_0,THB_45,1838B,1838B,3,,,
THB1838B2_1,THB_45,1838B,1838B,3,,,
THB183901_0,THB_45,1839,1839,3,,,
THB183902_1,THB_45,1839,1839,3,,,
THB1839A1_0,THB_45,1839A,1839A,3,,,
THB1839A2_1,THB_45,1839A,1839A,3,,,
THB184001_0,THB_45,1840,1840,3,,,
THB184002_1,THB_45,1840,1840,3,,,
THB184101_0,THB_45,1841,1841,3,,,
THB184102_1,THB_45,1841,1841,3,,,
THB1841A1_0,THB_45,1841A,1841A,3,,,
THB1841A2_1,THB_45,1841A,1841A,3,,,
THB1841B2_1,THB_45,1841B,1841B,3,,,
THB184201_0,THB_45,1842,1842,3,,,
THB184202_1,THB_45,1842,1842,3,,,
THB1842A1_0,THB_45,1842A,1842A,3,,,
THB1842A2_1,THB_45,1842A,1842A,3,,,
THB184301_0,THB_45,1843,1843,3,,,
THB184302_1,THB_45,1843,1843,3,,,
THB185101_0,THB_45,1851,1851,3,,,
THB185102_1,THB_45,1851,1851,3,,,
THB185201_0,THB_45,1852,1852,3,,,
THB185202_1,THB_45,1852,1852,3,,,
THB1852A1_0,THB_45,1852A,1852A,3,,,
THB1852A2_1,THB_45,1852A,1852A,3,,,
THB186001_0,THB_45,1860,1860,3,,,
THB186002_1,THB_45,1860,1860,3,,,
THB1860A1_0,THB_45,1860A,1860A,3,,,
THB1860A2_1,THB_45,1860A,1860A,3,,,
THB186101_0,THB_45,1861,1861,3,,,
THB186102_1,THB_45,1861,1861,3,,,
THB186201_0,THB_45,1862,1862,3,,,
THB186202_1,THB_45,1862,1862,3,,,
THB1862A1_0,THB_45,1862A,1862A,3,,,
THB1862A2_1,THB_45,1862A,1862A,3,,,
THB1862B1_0,THB_45,1862B,1862B,3,,,
THB186301_0,THB_45,1863,1863,3,,,
THB186302_1,THB_45,1863,1863,3,,,
THB186501_0,THB_45,1865,1865,3,,,
THB186502_1,THB_45,1865,1865,3,,,
THB186601_0,THB_45,1866,1866,3,,,
THB186602_1,THB_45,1866,1866,3,,,
THB1866A1_0,THB_45,1866A,1866A,3,,,
THB1866A2_1,THB_45,1866A,1866A,3,,,
THB1866B1_0,THB_45,1866B,1866B,3,,,
THB1866B2_1,THB_45,1866B,1866B,3,,,
THB1866C2_1,THB_45,1866C,1866C,3,,,
THB187001_0,THB_45,1870,1870,3,,,
THB187002_1,THB_45,1870,1870,3,,,
THB1870A1_0,THB_45,1870A,1870A,3,,,
THB1870A2_1,THB_45,1870A,1870A,3,,,
THB187101_0,THB_45,1871,1871,3,,,
THB187102_1,THB_45,1871,1871,3,,,
THB1871A1_0,THB_45,1871A,1871A,3,,,
THB1871A2_1,THB_45,1871A,1871A,3,,,
THB187201_0,THB_45,1872,1872,3,,,
THB187202_1,THB_45,1872,1872,3,,,
THB1872A1_0,THB_45,1872A,1872A,3,,,
THB1872A2_1,THB_45,1872A,1872A,3,,,
THB187301_0,THB_45,1873,1873,3,,,
THB187302_1,THB_45,1873,1873,3,,,
THB187701_0,THB_45,1877,1877,3,,,
THB187702_1,THB_45,1877,1877,3,,,
THB1877B1_0,THB_45,1877B,1877B,3,,,
THB1877B2_1,THB_45,1877B,1877B,3,,,
THB187801_0,THB_45,1878,1878,3,,,
THB187802_1,THB_45,1878,1878,3,,,
THB1878A1_0,THB_45,1878A,1878A,3,,,
THB1878A2_1,THB_45,1878A,1878A,3,,,
THB1878B1_0,THB_45,1878B,1878B,3,,,
THB1878B2_1,THB_45,1878B,1878B,3,,,
THB1878C1_0,THB_45,1878C,1878C,3,,,
THB1878C2_1,THB_45,1878C,1878C,3,,,
THB187901_0,THB_45,1879,1879,3,,,
THB187902_1,THB_45,1879,1879,3,,,
THB1879A1_0,THB_45,1879A,1879A,3,,,
THB1879A2_1,THB_45,1879A,1879A,3,,,
THB1879C1_0,THB_45,1879C,1879C,3,,,
THB1879C2_1,THB_45,1879C,1879C,3,,,
THB1879D1_0,THB_45,1879D,1879D,3,,,
THB1879D2_1,THB_45,1879D,1879D,3,,,
THB188001_0,THB_U-39-45,1880,1880,3,,,
THB188002_1,THB_U-39-45,1880,1880,3,,,
THB188101_0,THB_45,1881,1881,3,,,
THB188102_1,THB_45,1881,1881,3,,,
THB1881A1_0,THB_45,1881A,1881A,3,,,
THB1881A2_1,THB_45,1881A,1881A,3,,,
THB191501_0,THB_35,1915,1915,3,,,
THB191502_1,THB_35,1915,1915,3,,,
THB1915A1_0,THB_35,1915A,1915A,3,,,
THB1915A2_1,THB_35,1915A,1915A,3,,,
THB1915B1_0,THB_35,1915B,1915B,3,,,
THB1915B2_1,THB_35,1915B,1915B,3,,,
THB1915C1_0,THB_35,1915C,1915C,3,,,
THB1915C2_1,THB_35,1915C,1915C,3,,,
THB1915D1_0,THB_35,1915D,1915D,3,,,
THB1915D2_1,THB_35,1915D,1915D,3,,,
THB191601_0,THB_35,1916,1916,3,,,
THB191602_1,THB_35,1916,1916,3,,,
THB1916A1_0,THB_35,1916A,1916A,3,,,
THB1916A2_1,THB_35,1916A,1916A,3,,,
THB191701_0,THB_35,1917,1917,3,,,
THB191702_1,THB_35,1917,1917,3,,,
THB1917A1_0,THB_35,1917A,1917A,3,,,
THB1917A2_1,THB_35,1917A,1917A,3,,,
THB1917B1_0,THB_35,1917B,1917B,3,,,
